salary_in_usd,salary_group,nd_work_year,nd_experience_level,nd_employment_type,nd_job_title,nd_employee_residence,nd_remote_ratio,nd_company_location,nd_company_size
94665,M,0.132622125,0.557040111,0.519729373,0.382690051,0.170011905,0,0.160141694,1
102839,M,0.132622125,0.557040111,0.519729373,0.387279994,0.305260204,1,0.389778502,1
109000,M,0.132622125,0.189836079,0.519729373,0.245068968,0.745382238,0,0.913960871,1
51064,L,0.132622125,0.189836079,0.519729373,0.239635348,0.293877551,0,0.210856678,1
135000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
155000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
120600,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
130000,H,1,0.189836079,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
90000,M,1,0.189836079,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
170000,H,1,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
150000,H,1,0.189836079,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
102100,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
84900,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
136620,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
99360,M,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
117789,M,1,0.557040111,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
104702,M,1,0.557040111,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
146000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
123000,M,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
52351,L,1,0,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
99000,M,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
116000,M,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
106260,M,1,0.189836079,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
126500,M,1,0.189836079,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
242000,H,1,1,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
200000,H,1,1,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
65438,L,1,0.189836079,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
39263,L,1,0.189836079,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
78526,M,1,0.189836079,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
52351,L,1,0.189836079,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
165220,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
45807,L,1,0,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
120160,M,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
90320,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
181940,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
132320,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
220110,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
160080,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
180000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
120000,M,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
124190,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
130000,H,1,1,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
110000,M,1,1,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
170000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
115500,M,1,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
112900,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
165400,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
132320,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
167000,H,1,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
243900,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
136600,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
109280,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
128875,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
93700,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
224000,H,1,1,0.519729373,0.353635968,0.745382238,1,0.913960871,0.915551539
167875,H,1,1,0.519729373,0.353635968,0.745382238,1,0.913960871,0.915551539
175000,H,1,1,0.519729373,0.424411461,0.745382238,1,0.913960871,0.915551539
156600,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
108800,M,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
95550,M,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
113000,M,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,1
135000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
161342,H,1,0.557040111,0.519729373,0.382690051,0.745382238,1,0.913960871,0.915551539
137141,H,1,0.557040111,0.519729373,0.382690051,0.745382238,1,0.913960871,0.915551539
167000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
78526,M,1,0.557040111,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
65438,L,1,0.557040111,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
150000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
211500,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
192400,H,1,0.557040111,0.519729373,0.431603587,0.475467498,1,0.626201024,0.915551539
90700,M,1,0.557040111,0.519729373,0.431603587,0.475467498,1,0.626201024,0.915551539
130000,H,1,0.557040111,0.519729373,0.21191818,0.475467498,1,0.626201024,0.915551539
61300,L,1,0.557040111,0.519729373,0.21191818,0.475467498,1,0.626201024,0.915551539
160000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,1
138600,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
136000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
58000,L,1,0.189836079,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0
135000,H,1,1,0.519729373,0.424411461,0.745382238,1,0.913960871,0.915551539
170000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
189650,H,1,0.557040111,0.519729373,0.239635348,0.745382238,0.625941503,0.913960871,0.915551539
164996,H,1,0.557040111,0.519729373,0.239635348,0.745382238,0.625941503,0.913960871,0.915551539
54957,L,1,0.189836079,0.519729373,0.123996787,0.267580357,0.625941503,0.312877524,0.915551539
118187,M,1,1,0.519729373,0.336132445,0.475467498,1,0.626201024,0
132000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
208775,H,1,0.557040111,0.519729373,0.431603587,0.745382238,1,0.913960871,0.915551539
147800,H,1,0.557040111,0.519729373,0.431603587,0.745382238,1,0.913960871,0.915551539
136994,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
101570,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
128875,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
93700,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
79039,M,1,1,0.519729373,0.184263409,0.170011905,0,0.160141694,1
37300,L,1,0,0.519729373,0.239635348,0.395255458,1,0.505859935,1
164000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
155000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
124333,M,1,0.189836079,0.519729373,0.239635348,0.395255458,0.625941503,0.505859935,0.915551539
98158,M,1,0.189836079,0.519729373,0.239635348,0.395255458,0.625941503,0.505859935,0.915551539
120000,M,1,0.189836079,0.519729373,0.15197182,0.745382238,0.625941503,0.913960871,0.915551539
145000,H,1,0.557040111,0.519729373,0.304624693,0.745382238,1,0.913960871,0.915551539
105400,M,1,0.557040111,0.519729373,0.304624693,0.745382238,1,0.913960871,0.915551539
87932,M,1,0.189836079,0.519729373,0.239635348,0.285135771,1,0.505273978,0.915551539
117789,M,1,0.189836079,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
215300,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,1
158200,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,1
209100,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,1
154600,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,1
115934,M,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
81666,M,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
175000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
98158,M,1,0.189836079,0.519729373,0.261119577,0.395255458,0.625941503,0.505859935,0.915551539
183600,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,1
52351,L,1,0.189836079,0.519729373,0.21191818,0.395255458,1,0.505859935,0.915551539
180000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
71982,L,1,0.189836079,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
45807,L,1,0.189836079,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
65949,L,1,0.189836079,0.519729373,0.261119577,0.267580357,1,0.312877524,0.915551539
49461,L,1,0.189836079,0.519729373,0.261119577,0.267580357,1,0.312877524,0.915551539
78526,M,1,0.189836079,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
58894,L,1,0.189836079,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
260000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
60000,L,1,0.557040111,0.519729373,0.176165963,0.285714286,1,0.183213898,1
63900,L,1,0.189836079,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
160000,H,1,0.189836079,0.519729373,0.382900266,0.745382238,1,0.913960871,1
112300,M,1,0.189836079,0.519729373,0.382900266,0.745382238,1,0.913960871,1
241000,H,1,0.189836079,0.519729373,0.382690051,0.745382238,1,0.913960871,0.915551539
159000,H,1,0.189836079,0.519729373,0.382690051,0.745382238,1,0.913960871,0.915551539
180000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
80000,M,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
82900,M,1,0.189836079,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
100800,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,1
49461,L,1,0.189836079,0.519729373,0.261119577,0.273435714,1,0.319610051,0.915551539
140400,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
39263,L,1,0.189836079,0.519729373,0.21191818,0.395255458,1,0.505859935,0.915551539
43966,L,1,0.189836079,0.519729373,0.21191818,0.273435714,1,0.319610051,0.915551539
32974,L,1,0.189836079,0.519729373,0.21191818,0.273435714,1,0.319610051,0.915551539
87932,M,1,0.189836079,0.519729373,0.261119577,0.273435714,1,0.319610051,0.915551539
76940,M,1,0.189836079,0.519729373,0.261119577,0.273435714,1,0.319610051,0.915551539
104702,M,1,0.189836079,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
91614,M,1,0.189836079,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
65949,L,1,0.189836079,0.519729373,0.261119577,0.273435714,1,0.319610051,0.915551539
87932,M,1,0.189836079,0.519729373,0.261119577,0.267580357,1,0.312877524,0.915551539
43966,L,1,0.189836079,0.519729373,0.21191818,0.267580357,1,0.312877524,0.915551539
32974,L,1,0.189836079,0.519729373,0.21191818,0.267580357,1,0.312877524,0.915551539
98158,M,1,0.189836079,0.519729373,0.261119577,0.395255458,1,0.505859935,0.915551539
215300,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
76940,M,1,0.189836079,0.519729373,0.261119577,0.267580357,1,0.312877524,0.915551539
180000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
21983,L,1,0,0.519729373,0.280524336,0.198278061,1,0.285301303,1
80000,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
78791,M,1,0.189836079,0.519729373,0.201335032,0.475467498,1,0.626201024,0.915551539
196979,H,1,1,0.519729373,0.474647827,0.475467498,0,0.626201024,1
120000,M,1,0.189836079,0.519729373,0.239635348,0.745382238,1,0.913960871,0
125000,M,1,0,0.519729373,0.097625656,0.745382238,0.625941503,0.913960871,0.915551539
37236,L,1,0.189836079,0.519729373,0.079648941,0.745382238,0,0.913960871,1
105000,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
87932,M,1,0.557040111,0.519729373,0.206518665,0.414982993,0.625941503,0.505273978,0.915551539
18442,L,1,0.189836079,0.519729373,0.178387902,0.170011905,1,0.160141694,0.915551539
31615,L,1,0.189836079,0.519729373,0.245068968,0.170011905,1,0.160141694,1
58255,L,1,0.189836079,0.519729373,0.239584976,0.198278061,0,0.285301303,1
100000,M,1,0,0.519729373,0.674667347,0.745382238,0,0.913960871,1
54957,L,1,0.189836079,0,0.261119577,0.414982993,0,0.505273978,1
18442,L,1,0,0.519729373,0.245068968,0.170011905,1,0.160141694,0.915551539
162674,H,1,0.557040111,0.519729373,0.525120507,0.414982993,1,0.505273978,0.915551539
120000,M,1,0,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
144000,H,1,0.557040111,0.519729373,0.259291375,0.745382238,0,0.913960871,1
104890,M,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
100000,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
140000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
135000,H,1,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
50000,L,1,0.189836079,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
220000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
183228,H,1,0.189836079,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
91614,M,1,0.189836079,0.519729373,0.245068968,0.395255458,0.625941503,0.505859935,0.915551539
185100,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
220000,H,1,0.557040111,0.519729373,0.239635348,0.745382238,1,0.913960871,0.915551539
200000,H,1,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
120000,M,1,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
120000,M,1,0.557040111,0.519729373,0.239635348,0.489795918,1,0.625407166,0
65000,L,1,0.557040111,0.519729373,0.239635348,0.489795918,1,0.625407166,0
324000,H,1,1,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
216000,H,1,1,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
210000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
120000,M,1,0.557040111,0.519729373,0.239635348,0.745382238,1,0.913960871,0.915551539
230000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
100000,M,1,0,0,0.245068968,0.489795918,0,0.625407166,0.915551539
100000,M,1,0.189836079,0.098541627,0.245068968,0.475467498,1,0.913960871,0.915551539
31875,L,1,0,1,0.341999069,0.142219388,1,0.305778502,0.915551539
200000,H,1,0.557040111,0.519729373,0.387279994,1,1,0.913960871,0.915551539
75000,M,1,0.189836079,0.519729373,0.29302712,0.475467498,1,0.626201024,0
35590,L,1,0.189836079,0.519729373,0.245068968,0.266211735,1,0.404446254,1
78791,M,1,0.557040111,0.519729373,0.201335032,0.475467498,1,0.626201024,0.915551539
100000,M,1,0.557040111,0.519729373,0.245068968,0.258340136,1,0.913960871,0.915551539
153000,H,1,0.189836079,0.519729373,0.382900266,0.745382238,0,0.913960871,0.915551539
58035,L,1,0,0.519729373,0.261119577,0.119708333,1,0.505273978,0.915551539
165000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
93427,M,1,0.557040111,0.519729373,0.259291375,0.285135771,0,0.390688382,1
52396,L,1,0,0.519729373,0.245068968,0.475467498,1,0.626201024,1
62651,L,1,0.557040111,0.519729373,0.239635348,0.290594898,1,0.331894137,1
32974,L,1,0.189836079,0.519729373,0.387279994,0.147826531,1,0.1887557,0
40000,L,1,0,0.519729373,0.245068968,0.507845481,1,0.234527687,1
87425,M,1,0.189836079,0.519729373,0.239635348,0.530829932,1,0.677802389,1
115000,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
86703,M,1,0,0.519729373,0.245068968,0.530829932,0,0.677802389,0.915551539
75000,M,1,0.189836079,0.519729373,0.341999069,0.362244898,1,0.913960871,1
64849,L,1,0.189836079,0.519729373,0.259291375,0.371115646,0.625941503,0.448995114,1
120000,M,1,0,0.519729373,0.259291375,0.745382238,1,0.913960871,1
157000,H,1,0.189836079,0.519729373,0.426050637,0.745382238,1,0.913960871,1
150000,H,1,0,0.519729373,0.249854643,0.530829932,1,0.677802389,0
70912,L,1,0.189836079,0.519729373,0.178387902,0.475467498,0,0.626201024,1
65000,L,1,0,0.519729373,0.261119577,0.745382238,1,0.913960871,0
71444,L,1,0.557040111,0.519729373,0.239635348,0.344102041,1,0.439374593,0
20000,L,1,0,0.519729373,0.148627597,0.119708333,0.625941503,0.060803474,0.915551539
48000,L,1,0.189836079,0.519729373,0.245068968,0.519132653,1,0.913960871,0
152500,H,1,0.557040111,0.519729373,0.382690051,0.745382238,1,0.913960871,0.915551539
68147,L,1,0.189836079,0.519729373,0.261119577,0.285135771,1,0.390688382,0.915551539
122346,M,1,0.189836079,0.519729373,0.245068968,0.603806122,0.625941503,0.39162215,1
380000,H,1,0.557040111,0.519729373,0.426050637,0.745382238,1,0.913960871,1
69336,L,1,0.189836079,0.519729373,0.245068968,0.475467498,1,0.626201024,0.915551539
10000,L,1,0,0.519729373,0.097625656,0.198278061,1,0.260212812,0.915551539
20000,L,1,0.189836079,0.519729373,0.21191818,0.267580357,1,0.312877524,0
405000,H,1,0.557040111,0.519729373,1,0.745382238,1,0.913960871,1
135000,H,1,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,1
177000,H,1,0.557040111,0.519729373,0.426050637,0.745382238,1,0.913960871,1
78000,M,1,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
100000,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
85000,M,1,0.189836079,0.519729373,0.21191818,0.475467498,0.625941503,0.626201024,0.915551539
75000,M,1,0.189836079,0.519729373,0.21191818,0.475467498,0.625941503,0.626201024,0.915551539
214000,H,1,0.557040111,0.519729373,0.239635348,0.745382238,1,0.913960871,0.915551539
192600,H,1,0.557040111,0.519729373,0.239635348,0.745382238,1,0.913960871,0.915551539
266400,H,1,0.557040111,0.519729373,0.431603587,0.745382238,1,0.913960871,0.915551539
213120,H,1,0.557040111,0.519729373,0.431603587,0.745382238,1,0.913960871,0.915551539
141300,H,1,0.189836079,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
102100,M,1,0.189836079,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
115934,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
81666,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
206699,H,1,0.189836079,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
99100,M,1,0.189836079,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
130000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
110500,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
99050,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
160000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
205300,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,1
176000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
144000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
200100,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
145000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
70500,L,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
205300,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
140400,H,1,0.557040111,0.519729373,0.245068968,0.745382238,0.625941503,0.913960871,0.915551539
205300,H,1,0.557040111,0.519729373,0.424411461,0.745382238,0.625941503,0.913960871,0.915551539
184700,H,1,0.557040111,0.519729373,0.424411461,0.745382238,0.625941503,0.913960871,0.915551539
175100,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
140250,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
116150,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
54000,L,1,0.557040111,0.519729373,0.261119577,0.745382238,0.625941503,0.913960871,0.915551539
65438,L,1,0.189836079,0.519729373,0.21191818,0.395255458,0.625941503,0.505859935,0.915551539
80000,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
210000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
69000,L,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
150075,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
25000,L,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
126500,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
106260,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
220110,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
160080,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
105000,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
110925,M,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
45807,L,1,0.189836079,0.519729373,0.21191818,0.395255458,0.625941503,0.505859935,0.915551539
60000,L,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
192564,H,1,0.557040111,0.519729373,0.431603587,0.745382238,1,0.913960871,0.915551539
144854,H,1,0.557040111,0.519729373,0.431603587,0.745382238,1,0.913960871,0.915551539
150000,H,1,0.557040111,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
150260,H,1,0.557040111,0.519729373,0.304624693,0.745382238,1,0.913960871,0.915551539
109280,M,1,0.557040111,0.519729373,0.304624693,0.745382238,1,0.913960871,0.915551539
160000,H,1,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
130000,H,1,0.189836079,0.519729373,0.245068968,0.745382238,1,0.913960871,0.915551539
67000,L,1,0,0.519729373,0.21191818,0.475467498,0.625941503,0.626201024,0.915551539
52000,L,1,0,0.519729373,0.21191818,0.475467498,0.625941503,0.626201024,0.915551539
154000,H,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
126000,M,1,0.557040111,0.519729373,0.261119577,0.745382238,1,0.913960871,0.915551539
129000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,0.625941503,0.913960871,0.915551539
150000,H,1,0.557040111,0.519729373,0.21191818,0.745382238,1,0.913960871,0.915551539
200000,H,1,0.189836079,0.519729373,0.15197182,0.170011905,1,0.913960871,1
